Chromosome,Feature,Start,End,Strand,ID_gene,Start-2000,End+2000,seqnames,start,end,width,Status,Gene,coverage_percentage,overlap,file
chr04,gene,5123331,5126726,-,Os04g0175000,5121331,5128726,chr04,5125701,5125800,100,hypo,Os04g0175000,100,TRUE,BGI (CHH context)
chr04,gene,5135227,5142111,-,Os04g0175300,5133227,5144111,chr04,5138101,5138200,100,hypo,Os04g0175300,100,TRUE,BGI (CHH context)
chr04,gene,5210111,5216557,+,Os04g0176300,5208111,5218557,chr04,5215601,5215700,100,hypo,Os04g0176300,100,TRUE,BGI (CHH context)
chr04,gene,5210122,5216551,-,Os04g0176400,5208122,5218551,chr04,5215601,5215700,100,hypo,Os04g0176400,100,TRUE,BGI (CHH context)
chr04,gene,5560524,5564754,+,Os04g0181901,5558524,5566754,chr04,5562001,5562200,200,hypo,Os04g0181901,100,TRUE,BGI (CHH context)
chr04,gene,5655847,5666499,-,Os04g0183100,5653847,5668499,chr04,5662601,5662700,100,hypo,Os04g0183100,100,TRUE,BGI (CHH context)
chr04,gene,6247543,6258351,-,Os04g0191600,6245543,6260351,chr04,6248401,6248500,100,hypo,Os04g0191600,100,TRUE,BGI (CHH context)
chr04,gene,6247543,6258351,-,Os04g0191600,6245543,6260351,chr04,6248601,6248700,100,hypo,Os04g0191600,100,TRUE,BGI (CHH context)
chr04,gene,6465369,6466580,+,Os04g0194400,6463369,6468580,chr04,6466001,6466100,100,hypo,Os04g0194400,100,TRUE,BGI (CHH context)
chr04,gene,6523581,6532694,+,Os04g0195400,6521581,6534694,chr04,6525001,6525100,100,hypo,Os04g0195400,100,TRUE,BGI (CHH context)
chr04,gene,7156820,7159820,-,Os04g0206600,7154820,7161820,chr04,7158601,7158700,100,hypo,Os04g0206600,100,TRUE,BGI (CHH context)
chr04,gene,7157218,7159772,+,Os04g0206650,7155218,7161772,chr04,7158601,7158700,100,hypo,Os04g0206650,100,TRUE,BGI (CHH context)
chr04,gene,7423769,7427851,+,Os04g0210250,7421769,7429851,chr04,7424801,7424900,100,hypo,Os04g0210250,100,TRUE,BGI (CHH context)
chr04,gene,7423769,7427851,+,Os04g0210250,7421769,7429851,chr04,7425201,7425300,100,hypo,Os04g0210250,100,TRUE,BGI (CHH context)
chr04,gene,8009023,8018541,+,Os04g0220300,8007023,8020541,chr04,8011301,8011400,100,hypo,Os04g0220300,100,TRUE,BGI (CHH context)
chr04,gene,8009701,8019564,-,Os04g0220400,8007701,8021564,chr04,8011301,8011400,100,hypo,Os04g0220400,100,TRUE,BGI (CHH context)
chr04,gene,8263115,8268571,-,Os04g0223901,8261115,8270571,chr04,8265301,8265400,100,hypo,Os04g0223901,100,TRUE,BGI (CHH context)
chr04,gene,8445274,8464291,+,Os04g0226340,8443274,8466291,chr04,8447201,8447300,100,hypo,Os04g0226340,100,TRUE,BGI (CHH context)
chr04,gene,8445274,8464291,+,Os04g0226340,8443274,8466291,chr04,8449001,8449100,100,hypo,Os04g0226340,100,TRUE,BGI (CHH context)
chr04,gene,9938870,9956327,-,Os04g0252400,9936870,9958327,chr04,9955301,9955400,100,hyper,Os04g0252400,100,TRUE,BGI (CHH context)
chr04,gene,9939995,9955972,+,Os04g0252550,9937995,9957972,chr04,9955301,9955400,100,hyper,Os04g0252550,100,TRUE,BGI (CHH context)
chr04,gene,11450578,11455774,+,Os04g0272700,11448578,11457774,chr04,11453601,11453700,100,hypo,Os04g0272700,100,TRUE,BGI (CHH context)
chr04,gene,11463290,11464387,+,Os04g0273100,11461290,11466387,chr04,11464001,11464100,100,hypo,Os04g0273100,100,TRUE,BGI (CHH context)
chr04,gene,11764702,11797975,+,Os04g0278200,11762702,11799975,chr04,11793101,11793300,200,hypo,Os04g0278200,100,TRUE,BGI (CHH context)
chr04,gene,11766076,11797526,-,Os04g0278550,11764076,11799526,chr04,11793101,11793300,200,hypo,Os04g0278550,100,TRUE,BGI (CHH context)
chr04,gene,12364431,12369638,+,Os04g0286300,12362431,12371638,chr04,12367001,12367100,100,hypo,Os04g0286300,100,TRUE,BGI (CHH context)
chr04,gene,12364462,12368622,-,Os04g0286333,12362462,12370622,chr04,12367001,12367100,100,hypo,Os04g0286333,100,TRUE,BGI (CHH context)
chr04,gene,12534295,12539647,-,Os04g0288500,12532295,12541647,chr04,12536701,12536800,100,hypo,Os04g0288500,100,TRUE,BGI (CHH context)
chr04,gene,12535024,12538311,+,Os04g0288550,12533024,12540311,chr04,12536701,12536800,100,hypo,Os04g0288550,100,TRUE,BGI (CHH context)
chr04,gene,12956315,12961228,+,Os04g0295200,12954315,12963228,chr04,12959301,12959400,100,hypo,Os04g0295200,100,TRUE,BGI (CHH context)
chr04,gene,12956315,12961228,+,Os04g0295200,12954315,12963228,chr04,12959501,12959600,100,hypo,Os04g0295200,100,TRUE,BGI (CHH context)
chr04,gene,13193351,13195231,-,Os04g0298501,13191351,13197231,chr04,13194901,13195000,100,hyper,Os04g0298501,100,TRUE,BGI (CHH context)
chr04,gene,13618731,13625051,-,Os04g0304000,13616731,13627051,chr04,13624301,13624400,100,hypo,Os04g0304000,100,TRUE,BGI (CHH context)
chr04,gene,14056535,14061026,+,Os04g0310400,14054535,14063026,chr04,14057101,14057200,100,hypo,Os04g0310400,100,TRUE,BGI (CHH context)
chr04,gene,14129614,14132212,+,Os04g0311400,14127614,14134212,chr04,14131001,14131100,100,hypo,Os04g0311400,100,TRUE,BGI (CHH context)
chr04,gene,14478198,14482584,+,Os04g0316701,14476198,14484584,chr04,14478901,14479000,100,hypo,Os04g0316701,100,TRUE,BGI (CHH context)
chr04,gene,16495037,16497729,+,Os04g0346800,16493037,16499729,chr04,16496501,16496600,100,hyper,Os04g0346800,100,TRUE,BGI (CHH context)
chr04,gene,16685127,16693432,+,Os04g0350000,16683127,16695432,chr04,16689901,16690000,100,hypo,Os04g0350000,100,TRUE,BGI (CHH context)
chr04,gene,16752347,16757209,-,Os04g0351100,16750347,16759209,chr04,16752601,16752700,100,hypo,Os04g0351100,100,TRUE,BGI (CHH context)
chr04,gene,16813905,16817974,-,Os04g0352400,16811905,16819974,chr04,16814801,16814900,100,hypo,Os04g0352400,100,TRUE,BGI (CHH context)
chr04,gene,17929442,17940263,+,Os04g0369100,17927442,17942263,chr04,17934401,17934500,100,hypo,Os04g0369100,100,TRUE,BGI (CHH context)
chr04,gene,18125099,18136512,+,Os04g0372100,18123099,18138512,chr04,18129501,18129600,100,hypo,Os04g0372100,100,TRUE,BGI (CHH context)
chr04,gene,18720467,18722735,+,Os04g0381700,18718467,18724735,chr04,18722001,18722100,100,hypo,Os04g0381700,100,TRUE,BGI (CHH context)
chr04,gene,18924957,18928259,+,Os04g0385650,18922957,18930259,chr04,18926701,18926800,100,hypo,Os04g0385650,100,TRUE,BGI (CHH context)
chr04,gene,19020605,19037718,+,Os04g0387300,19018605,19039718,chr04,19021001,19021300,300,hypo,Os04g0387300,100,TRUE,BGI (CHH context)
chr04,gene,19169130,19171314,+,Os04g0389800,19167130,19173314,chr04,19171201,19171300,100,hypo,Os04g0389800,100,TRUE,BGI (CHH context)
chr04,gene,19760417,19771566,+,Os04g0399600,19758417,19773566,chr04,19763401,19763600,200,hypo,Os04g0399600,100,TRUE,BGI (CHH context)
chr04,gene,19760417,19771566,+,Os04g0399600,19758417,19773566,chr04,19763801,19764000,200,hypo,Os04g0399600,100,TRUE,BGI (CHH context)
chr04,gene,19796632,19800392,-,Os04g0400000,19794632,19802392,chr04,19797401,19797500,100,hypo,Os04g0400000,100,TRUE,BGI (CHH context)
chr04,gene,19886674,19892355,+,Os04g0401700,19884674,19894355,chr04,19889201,19889300,100,hyper,Os04g0401700,100,TRUE,BGI (CHH context)
chr04,gene,19933241,19937491,+,Os04g0402300,19931241,19939491,chr04,19934201,19934300,100,hypo,Os04g0402300,100,TRUE,BGI (CHH context)
chr04,gene,20221253,20223066,-,Os04g0408600,20219253,20225066,chr04,20222401,20222500,100,hypo,Os04g0408600,100,TRUE,BGI (CHH context)
chr04,gene,20300878,20310009,-,Os04g0411100,20298878,20312009,chr04,20301901,20302000,100,hypo,Os04g0411100,100,TRUE,BGI (CHH context)
chr04,gene,20300878,20310009,-,Os04g0411100,20298878,20312009,chr04,20302901,20303000,100,hypo,Os04g0411100,100,TRUE,BGI (CHH context)
chr04,gene,20422171,20426921,+,Os04g0413500,20420171,20428921,chr04,20424701,20424800,100,hypo,Os04g0413500,100,TRUE,BGI (CHH context)
chr04,gene,20640443,20645375,-,Os04g0417800,20638443,20647375,chr04,20642201,20642300,100,hypo,Os04g0417800,100,TRUE,BGI (CHH context)
chr04,gene,20757758,20765190,-,Os04g0419800,20755758,20767190,chr04,20761501,20761600,100,hypo,Os04g0419800,100,TRUE,BGI (CHH context)
chr04,gene,21001722,21010737,+,Os04g0425100,20999722,21012737,chr04,21009601,21009700,100,hypo,Os04g0425100,100,TRUE,BGI (CHH context)
chr04,gene,21004392,21010335,-,Os04g0425800,21002392,21012335,chr04,21009601,21009700,100,hypo,Os04g0425800,100,TRUE,BGI (CHH context)
chr04,gene,21276704,21279864,+,Os04g0429400,21274704,21281864,chr04,21279401,21279500,100,hypo,Os04g0429400,100,TRUE,BGI (CHH context)
chr04,gene,21281751,21283878,-,Os04g0429500,21279751,21285878,chr04,21283801,21283900,100,hyper,Os04g0429500,78,TRUE,BGI (CHH context)
chr04,gene,21368550,21371720,+,Os04g0430900,21366550,21373720,chr04,21371001,21371100,100,hypo,Os04g0430900,100,TRUE,BGI (CHH context)
chr04,gene,21766009,21768900,-,Os04g0437900,21764009,21770900,chr04,21766701,21766800,100,hyper,Os04g0437900,100,TRUE,BGI (CHH context)
chr04,gene,21812159,21816137,-,Os04g0438600,21810159,21818137,chr04,21814201,21814300,100,hypo,Os04g0438600,100,TRUE,BGI (CHH context)
chr04,gene,21856942,21858679,-,Os04g0439300,21854942,21860679,chr04,21858401,21858500,100,hypo,Os04g0439300,100,TRUE,BGI (CHH context)
chr04,gene,22246672,22249716,-,Os04g0446300,22244672,22251716,chr04,22248701,22248800,100,hypo,Os04g0446300,100,TRUE,BGI (CHH context)
chr04,gene,22264613,22266616,+,Os04g0446600,22262613,22268616,chr04,22264901,22265000,100,hypo,Os04g0446600,100,TRUE,BGI (CHH context)
chr04,gene,22396531,22401800,-,Os04g0449500,22394531,22403800,chr04,22397201,22397300,100,hypo,Os04g0449500,100,TRUE,BGI (CHH context)
chr04,gene,22396840,22401579,+,Os04g0449700,22394840,22403579,chr04,22397201,22397300,100,hypo,Os04g0449700,100,TRUE,BGI (CHH context)
chr04,gene,22534358,22540942,-,Os04g0452000,22532358,22542942,chr04,22536901,22537000,100,hyper,Os04g0452000,100,TRUE,BGI (CHH context)
chr04,gene,22534358,22540942,-,Os04g0452000,22532358,22542942,chr04,22538101,22538200,100,hypo,Os04g0452000,100,TRUE,BGI (CHH context)
chr04,gene,22977821,22980329,+,Os04g0460300,22975821,22982329,chr04,22979201,22979300,100,hypo,Os04g0460300,100,TRUE,BGI (CHH context)
chr04,gene,23385292,23391194,-,Os04g0468000,23383292,23393194,chr04,23387201,23387300,100,hypo,Os04g0468000,100,TRUE,BGI (CHH context)
chr04,gene,23626693,23629799,+,Os04g0472500,23624693,23631799,chr04,23629001,23629100,100,hypo,Os04g0472500,100,TRUE,BGI (CHH context)
chr04,gene,23715504,23721730,-,Os04g0474300,23713504,23723730,chr04,23720101,23720200,100,hypo,Os04g0474300,100,TRUE,BGI (CHH context)
chr04,gene,24431489,24440479,-,Os04g0489100,24429489,24442479,chr04,24432701,24432800,100,hypo,Os04g0489100,100,TRUE,BGI (CHH context)
chr04,gene,24624551,24636298,+,Os04g0492600,24622551,24638298,chr04,24627701,24628100,400,hypo,Os04g0492600,100,TRUE,BGI (CHH context)
chr04,gene,24624551,24636298,+,Os04g0492600,24622551,24638298,chr04,24629301,24629500,200,hypo,Os04g0492600,100,TRUE,BGI (CHH context)
chr04,gene,24624551,24636298,+,Os04g0492600,24622551,24638298,chr04,24630701,24630800,100,hyper,Os04g0492600,100,TRUE,BGI (CHH context)
chr04,gene,24712259,24717577,+,Os04g0494300,24710259,24719577,chr04,24717301,24717400,100,hypo,Os04g0494300,100,TRUE,BGI (CHH context)
chr04,gene,25323826,25340028,-,Os04g0507000,25321826,25342028,chr04,25331301,25331400,100,hypo,Os04g0507000,100,TRUE,BGI (CHH context)
chr04,gene,25455143,25458887,-,Os04g0508975,25453143,25460887,chr04,25457701,25457800,100,hypo,Os04g0508975,100,TRUE,BGI (CHH context)
chr04,gene,25456824,25459820,+,Os04g0509000,25454824,25461820,chr04,25457701,25457800,100,hypo,Os04g0509000,100,TRUE,BGI (CHH context)
chr04,gene,25959399,25963504,+,Os04g0518800,25957399,25965504,chr04,25960301,25960400,100,hypo,Os04g0518800,100,TRUE,BGI (CHH context)
chr04,gene,26158845,26166779,+,Os04g0522800,26156845,26168779,chr04,26165101,26165200,100,hypo,Os04g0522800,100,TRUE,BGI (CHH context)
chr04,gene,26498847,26503177,+,Os04g0529600,26496847,26505177,chr04,26500201,26500300,100,hypo,Os04g0529600,100,TRUE,BGI (CHH context)
chr04,gene,26550416,26554234,-,Os04g0530801,26548416,26556234,chr04,26550501,26550600,100,hypo,Os04g0530801,100,TRUE,BGI (CHH context)
chr04,gene,26695624,26700515,+,Os04g0534100,26693624,26702515,chr04,26696501,26696600,100,hypo,Os04g0534100,100,TRUE,BGI (CHH context)
chr04,gene,26754463,26757287,-,Os04g0535400,26752463,26759287,chr04,26755801,26755900,100,hypo,Os04g0535400,100,TRUE,BGI (CHH context)
chr04,gene,26903901,26908676,-,Os04g0537900,26901901,26910676,chr04,26907801,26907900,100,hypo,Os04g0537900,100,TRUE,BGI (CHH context)
chr04,gene,27043982,27048900,-,Os04g0540600,27041982,27050900,chr04,27046701,27046800,100,hypo,Os04g0540600,100,TRUE,BGI (CHH context)
chr04,gene,27044262,27048538,+,Os04g0540750,27042262,27050538,chr04,27046701,27046800,100,hypo,Os04g0540750,100,TRUE,BGI (CHH context)
chr04,gene,27137079,27144180,+,Os04g0542000,27135079,27146180,chr04,27140601,27140700,100,hypo,Os04g0542000,100,TRUE,BGI (CHH context)
chr04,gene,27137079,27144180,+,Os04g0542000,27135079,27146180,chr04,27141701,27141800,100,hypo,Os04g0542000,100,TRUE,BGI (CHH context)
chr04,gene,27137079,27144180,+,Os04g0542000,27135079,27146180,chr04,27142701,27142900,200,hyper,Os04g0542000,100,TRUE,BGI (CHH context)
chr04,gene,27300831,27317008,-,Os04g0545100,27298831,27319008,chr04,27302601,27302800,200,hypo,Os04g0545100,100,TRUE,BGI (CHH context)
chr04,gene,27300831,27317008,-,Os04g0545100,27298831,27319008,chr04,27303401,27303600,200,hypo,Os04g0545100,100,TRUE,BGI (CHH context)
chr04,gene,27300831,27317008,-,Os04g0545100,27298831,27319008,chr04,27307501,27307600,100,hypo,Os04g0545100,100,TRUE,BGI (CHH context)
chr04,gene,27300831,27317008,-,Os04g0545100,27298831,27319008,chr04,27314601,27314700,100,hypo,Os04g0545100,100,TRUE,BGI (CHH context)
chr04,gene,27551423,27560074,-,Os04g0550400,27549423,27562074,chr04,27557401,27557500,100,hypo,Os04g0550400,100,TRUE,BGI (CHH context)
chr04,gene,27843255,27845708,-,Os04g0556400,27841255,27847708,chr04,27843801,27843900,100,hypo,Os04g0556400,100,TRUE,BGI (CHH context)
chr04,gene,29331563,29338260,+,Os04g0581000,29329563,29340260,chr04,29333301,29333500,200,hypo,Os04g0581000,100,TRUE,BGI (CHH context)
chr04,gene,29917851,29921669,+,Os04g0591232,29915851,29923669,chr04,29918601,29918800,200,hypo,Os04g0591232,100,TRUE,BGI (CHH context)
chr04,gene,30463548,30475160,+,Os04g0603900,30461548,30477160,chr04,30466801,30467000,200,hypo,Os04g0603900,100,TRUE,BGI (CHH context)
chr04,gene,30463871,30473000,-,Os04g0604000,30461871,30475000,chr04,30466801,30467000,200,hypo,Os04g0604000,100,TRUE,BGI (CHH context)
chr04,gene,30716170,30722227,+,Os04g0607400,30714170,30724227,chr04,30718001,30718200,200,hypo,Os04g0607400,100,TRUE,BGI (CHH context)
chr04,gene,30716170,30722227,+,Os04g0607400,30714170,30724227,chr04,30719401,30719500,100,hyper,Os04g0607400,100,TRUE,BGI (CHH context)
chr04,gene,30716170,30722227,+,Os04g0607400,30714170,30724227,chr04,30719701,30719800,100,hyper,Os04g0607400,100,TRUE,BGI (CHH context)
chr04,gene,31270141,31270896,-,Os04g0616282,31268141,31272896,chr04,31270201,31270300,100,hyper,Os04g0616282,100,TRUE,BGI (CHH context)
chr04,gene,31721661,31726923,+,Os04g0624100,31719661,31728923,chr04,31722001,31722200,200,hypo,Os04g0624100,100,TRUE,BGI (CHH context)
chr04,gene,31721661,31726923,+,Os04g0624100,31719661,31728923,chr04,31724601,31724700,100,hypo,Os04g0624100,100,TRUE,BGI (CHH context)
chr04,gene,31880536,31894575,-,Os04g0626700,31878536,31896575,chr04,31890001,31890100,100,hyper,Os04g0626700,100,TRUE,BGI (CHH context)
chr04,gene,31880536,31894575,-,Os04g0626700,31878536,31896575,chr04,31890101,31890200,100,hypo,Os04g0626700,100,TRUE,BGI (CHH context)
chr04,gene,31880536,31894575,-,Os04g0626700,31878536,31896575,chr04,31892101,31892300,200,hypo,Os04g0626700,100,TRUE,BGI (CHH context)
chr04,gene,31982348,31992462,-,Os04g0628600,31980348,31994462,chr04,31988101,31988200,100,hypo,Os04g0628600,100,TRUE,BGI (CHH context)
chr04,gene,31995412,31998252,+,Os04g0628900,31993412,32000252,chr04,31996301,31996400,100,hyper,Os04g0628900,100,TRUE,BGI (CHH context)
chr04,gene,32023858,32032483,+,Os04g0629600,32021858,32034483,chr04,32031501,32031700,200,hypo,Os04g0629600,100,TRUE,BGI (CHH context)
chr04,gene,32078504,32081665,+,Os04g0630600,32076504,32083665,chr04,32080101,32080200,100,hypo,Os04g0630600,100,TRUE,BGI (CHH context)
chr04,gene,32185847,32187369,+,Os04g0632350,32183847,32189369,chr04,32187301,32187400,100,hypo,Os04g0632350,69,TRUE,BGI (CHH context)
chr04,gene,33377245,33378457,-,Os04g0654500,33375245,33380457,chr04,33377501,33377600,100,hypo,Os04g0654500,100,TRUE,BGI (CHH context)
chr04,gene,33530289,33533734,+,Os04g0657500,33528289,33535734,chr04,33532501,33532600,100,hypo,Os04g0657500,100,TRUE,BGI (CHH context)
chr04,gene,33624428,33631025,-,Os04g0659100,33622428,33633025,chr04,33626401,33626500,100,hypo,Os04g0659100,100,TRUE,BGI (CHH context)
chr04,gene,33658425,33664069,+,Os04g0659800,33656425,33666069,chr04,33660001,33660100,100,hyper,Os04g0659800,100,TRUE,BGI (CHH context)
chr04,gene,34161628,34164342,-,Os04g0669900,34159628,34166342,chr04,34162901,34163000,100,hypo,Os04g0669900,100,TRUE,BGI (CHH context)
chr04,gene,34231186,34233221,-,Os04g0670900,34229186,34235221,chr04,34231701,34231800,100,hypo,Os04g0670900,100,TRUE,BGI (CHH context)
chr04,gene,34852968,34854888,-,Os04g0682600,34850968,34856888,chr04,34853001,34853100,100,hypo,Os04g0682600,100,TRUE,BGI (CHH context)
chr04,gene,35221653,35223996,-,Os04g0688600,35219653,35225996,chr04,35222301,35222400,100,hypo,Os04g0688600,100,TRUE,BGI (CHH context)
chr04,gene,35423055,35426811,-,Os04g0692100,35421055,35428811,chr04,35425801,35425900,100,hypo,Os04g0692100,100,TRUE,BGI (CHH context)
chr04,gene,35443929,35445567,+,Os04g0692600,35441929,35447567,chr04,35444201,35444300,100,hypo,Os04g0692600,100,TRUE,BGI (CHH context)
chr05,gene,629508,632454,+,Os05g0111800,627508,634454,chr05,631501,631600,100,hyper,Os05g0111800,100,TRUE,BGI (CHH context)
chr05,gene,716295,718798,+,Os05g0113400,714295,720798,chr05,717301,717400,100,hyper,Os05g0113400,100,TRUE,BGI (CHH context)
chr05,gene,791891,794636,+,Os05g0114600,789891,796636,chr05,793601,793700,100,hyper,Os05g0114600,100,TRUE,BGI (CHH context)
chr05,gene,821545,826140,+,Os05g0114950,819545,828140,chr05,825001,825100,100,hypo,Os05g0114950,100,TRUE,BGI (CHH context)
chr05,gene,1174481,1190655,-,Os05g0121700,1172481,1192655,chr05,1175101,1175200,100,hypo,Os05g0121700,100,TRUE,BGI (CHH context)
chr05,gene,1174481,1190655,-,Os05g0121700,1172481,1192655,chr05,1181101,1181200,100,hypo,Os05g0121700,100,TRUE,BGI (CHH context)
chr05,gene,1254602,1258729,+,Os05g0122800,1252602,1260729,chr05,1257401,1257500,100,hypo,Os05g0122800,100,TRUE,BGI (CHH context)
chr05,gene,2027782,2030021,+,Os05g0134700,2025782,2032021,chr05,2028101,2028200,100,hypo,Os05g0134700,100,TRUE,BGI (CHH context)
chr05,gene,2080597,2082747,+,Os05g0135500,2078597,2084747,chr05,2081701,2081900,200,hypo,Os05g0135500,100,TRUE,BGI (CHH context)
chr05,gene,2735367,2736996,+,Os05g0147600,2733367,2738996,chr05,2736301,2736400,100,hypo,Os05g0147600,100,TRUE,BGI (CHH context)
chr05,gene,2739805,2742367,+,Os05g0147901,2737805,2744367,chr05,2741601,2741700,100,hyper,Os05g0147901,100,TRUE,BGI (CHH context)
chr05,gene,4076007,4078403,+,Os05g0167600,4074007,4080403,chr05,4076901,4077000,100,hyper,Os05g0167600,100,TRUE,BGI (CHH context)
chr05,gene,4255849,4260122,-,Os05g0171000,4253849,4262122,chr05,4259701,4259900,200,hypo,Os05g0171000,100,TRUE,BGI (CHH context)
chr05,gene,4600979,4607413,-,Os05g0176800,4598979,4609413,chr05,4602101,4602200,100,hypo,Os05g0176800,100,TRUE,BGI (CHH context)
chr05,gene,5625713,5632906,-,Os05g0191500,5623713,5634906,chr05,5627601,5627700,100,hypo,Os05g0191500,100,TRUE,BGI (CHH context)
chr05,gene,6206615,6208830,+,Os05g0199800,6204615,6210830,chr05,6208001,6208100,100,hypo,Os05g0199800,100,TRUE,BGI (CHH context)
chr05,gene,6446886,6458100,-,Os05g0203800,6444886,6460100,chr05,6449601,6449700,100,hypo,Os05g0203800,100,TRUE,BGI (CHH context)
chr05,gene,6678208,6692656,+,Os05g0207900,6676208,6694656,chr05,6687001,6687100,100,hypo,Os05g0207900,100,TRUE,BGI (CHH context)
chr05,gene,7161628,7168180,+,Os05g0215600,7159628,7170180,chr05,7162801,7163000,200,hypo,Os05g0215600,100,TRUE,BGI (CHH context)
chr05,gene,9517563,9527490,+,Os05g0256500,9515563,9529490,chr05,9519701,9519800,100,hyper,Os05g0256500,100,TRUE,BGI (CHH context)
chr05,gene,10337232,10344492,+,Os05g0264200,10335232,10346492,chr05,10340101,10340200,100,hypo,Os05g0264200,100,TRUE,BGI (CHH context)
chr05,gene,10757560,10790674,-,Os05g0268500,10755560,10792674,chr05,10778001,10778100,100,hypo,Os05g0268500,100,TRUE,BGI (CHH context)
chr05,gene,12059245,12062680,+,Os05g0283000,12057245,12064680,chr05,12061101,12061200,100,hypo,Os05g0283000,100,TRUE,BGI (CHH context)
chr05,gene,13287281,13306641,-,Os05g0298050,13285281,13308641,chr05,13305101,13305200,100,hyper,Os05g0298050,100,TRUE,BGI (CHH context)
chr05,gene,13734777,13740470,+,Os05g0304600,13732777,13742470,chr05,13737301,13737400,100,hypo,Os05g0304600,100,TRUE,BGI (CHH context)
chr05,gene,14749809,14753963,+,Os05g0318100,14747809,14755963,chr05,14752501,14752600,100,hypo,Os05g0318100,100,TRUE,BGI (CHH context)
chr05,gene,14749811,14754024,-,Os05g0318166,14747811,14756024,chr05,14752501,14752600,100,hypo,Os05g0318166,100,TRUE,BGI (CHH context)
chr05,gene,14784692,14789077,-,Os05g0318600,14782692,14791077,chr05,14789001,14789100,100,hypo,Os05g0318600,77,TRUE,BGI (CHH context)
chr05,gene,14801870,14809961,+,Os05g0318901,14799870,14811961,chr05,14809501,14809600,100,hyper,Os05g0318901,100,TRUE,BGI (CHH context)
chr05,gene,15401030,15458677,+,Os05g0330150,15399030,15460677,chr05,15433001,15433200,200,hypo,Os05g0330150,100,TRUE,BGI (CHH context)
chr05,gene,15998536,16011139,-,Os05g0341300,15996536,16013139,chr05,16000901,16001000,100,hypo,Os05g0341300,100,TRUE,BGI (CHH context)
chr05,gene,15998536,16011139,-,Os05g0341300,15996536,16013139,chr05,16001201,16001300,100,hypo,Os05g0341300,100,TRUE,BGI (CHH context)
chr05,gene,15998536,16011139,-,Os05g0341300,15996536,16013139,chr05,16003001,16003200,200,hypo,Os05g0341300,100,TRUE,BGI (CHH context)
chr05,gene,15998536,16011139,-,Os05g0341300,15996536,16013139,chr05,16006001,16006100,100,hypo,Os05g0341300,100,TRUE,BGI (CHH context)
chr05,gene,16735951,16739911,+,Os05g0354075,16733951,16741911,chr05,16737101,16737200,100,hypo,Os05g0354075,100,TRUE,BGI (CHH context)
chr05,gene,16954655,16960725,+,Os05g0357500,16952655,16962725,chr05,16955601,16955700,100,hypo,Os05g0357500,100,TRUE,BGI (CHH context)
chr05,gene,17380138,17383398,+,Os05g0363951,17378138,17385398,chr05,17383301,17383400,100,hypo,Os05g0363951,98,TRUE,BGI (CHH context)
chr05,gene,17799742,17803977,-,Os05g0370300,17797742,17805977,chr05,17800201,17800300,100,hypo,Os05g0370300,100,TRUE,BGI (CHH context)
chr05,gene,17834350,17843173,-,Os05g0370900,17832350,17845173,chr05,17834901,17835000,100,hypo,Os05g0370900,100,TRUE,BGI (CHH context)
chr05,gene,17834350,17843173,-,Os05g0370900,17832350,17845173,chr05,17838401,17838500,100,hypo,Os05g0370900,100,TRUE,BGI (CHH context)
chr05,gene,17934628,17941855,+,Os05g0372300,17932628,17943855,chr05,17937001,17937100,100,hypo,Os05g0372300,100,TRUE,BGI (CHH context)
chr05,gene,17934667,17941597,-,Os05g0372350,17932667,17943597,chr05,17937001,17937100,100,hypo,Os05g0372350,100,TRUE,BGI (CHH context)
chr05,gene,18020712,18039129,-,Os05g0374000,18018712,18041129,chr05,18027201,18027300,100,hypo,Os05g0374000,100,TRUE,BGI (CHH context)
chr05,gene,18148238,18157670,-,Os05g0376000,18146238,18159670,chr05,18154801,18155000,200,hypo,Os05g0376000,100,TRUE,BGI (CHH context)
chr05,gene,18170370,18182863,-,Os05g0376600,18168370,18184863,chr05,18174601,18174700,100,hypo,Os05g0376600,100,TRUE,BGI (CHH context)
chr05,gene,18190867,18193234,-,Os05g0377000,18188867,18195234,chr05,18192001,18192100,100,hyper,Os05g0377000,100,TRUE,BGI (CHH context)
chr05,gene,18680766,18685444,+,Os05g0386000,18678766,18687444,chr05,18683301,18683400,100,hypo,Os05g0386000,100,TRUE,BGI (CHH context)
chr05,gene,18681114,18685229,-,Os05g0386100,18679114,18687229,chr05,18683301,18683400,100,hypo,Os05g0386100,100,TRUE,BGI (CHH context)
chr05,gene,19281578,19283505,-,Os05g0395850,19279578,19285505,chr05,19282101,19282200,100,hyper,Os05g0395850,100,TRUE,BGI (CHH context)
chr05,gene,19281673,19283577,+,Os05g0396000,19279673,19285577,chr05,19282101,19282200,100,hyper,Os05g0396000,100,TRUE,BGI (CHH context)
chr05,gene,19353553,19357897,+,Os05g0397800,19351553,19359897,chr05,19354701,19354800,100,hyper,Os05g0397800,100,TRUE,BGI (CHH context)
chr05,gene,20314680,20321520,-,Os05g0415600,20312680,20323520,chr05,20315001,20315100,100,hypo,Os05g0415600,100,TRUE,BGI (CHH context)
chr05,gene,20844456,20847089,+,Os05g0425600,20842456,20849089,chr05,20845501,20845600,100,hypo,Os05g0425600,100,TRUE,BGI (CHH context)
chr05,gene,20978542,20979912,-,Os05g0427900,20976542,20981912,chr05,20979601,20979700,100,hypo,Os05g0427900,100,TRUE,BGI (CHH context)
