Chromosome,Feature,Start,End,Strand,ID_gene,seqnames,start,end,width,Status,Gene,coverage_percentage,overlap,file
chr05,gene,26433097,26435097,-,Os05g0532800,chr05,26433201,26433300,100,hypo,Os05g0532800,100,TRUE,BGI (CHH context)
chr05,gene,26582551,26584551,+,Os05g0535400,chr05,26583801,26583900,100,hypo,Os05g0535400,100,TRUE,BGI (CHH context)
chr05,gene,26662617,26664617,+,Os05g0536900,chr05,26662701,26662800,100,hypo,Os05g0536900,100,TRUE,BGI (CHH context)
chr05,gene,26813636,26815636,-,Os05g0539800,chr05,26815101,26815200,100,hypo,Os05g0539800,100,TRUE,BGI (CHH context)
chr05,gene,26900013,26902013,-,Os05g0541900,chr05,26901701,26901800,100,hyper,Os05g0541900,100,TRUE,BGI (CHH context)
chr05,gene,26946391,26948391,+,Os05g0543000,chr05,26947701,26947800,100,hypo,Os05g0543000,100,TRUE,BGI (CHH context)
chr05,gene,26989243,26991243,-,Os05g0543700,chr05,26990201,26990300,100,hypo,Os05g0543700,100,TRUE,BGI (CHH context)
chr05,gene,27148614,27150614,+,Os05g0547100,chr05,27149001,27149100,100,hyper,Os05g0547100,100,TRUE,BGI (CHH context)
chr05,gene,27148614,27150614,+,Os05g0547100,chr05,27150101,27150200,100,hypo,Os05g0547100,100,TRUE,BGI (CHH context)
chr05,gene,27328717,27330717,+,Os05g0550300,chr05,27330501,27330600,100,hypo,Os05g0550300,100,TRUE,BGI (CHH context)
chr05,gene,27727604,27729604,-,Os05g0557500,chr05,27727901,27728000,100,hypo,Os05g0557500,100,TRUE,BGI (CHH context)
chr05,gene,27798947,27800947,+,Os05g0558900,chr05,27799801,27799900,100,hypo,Os05g0558900,100,TRUE,BGI (CHH context)
chr05,gene,27965637,27967637,-,Os05g0562200,chr05,27965801,27966000,200,hypo,Os05g0562200,100,TRUE,BGI (CHH context)
chr05,gene,28001165,28003165,+,Os05g0563000,chr05,28001201,28001300,100,hypo,Os05g0563000,100,TRUE,BGI (CHH context)
chr05,gene,28022635,28024635,-,Os05g0563300,chr05,28022701,28022800,100,hypo,Os05g0563300,100,TRUE,BGI (CHH context)
chr05,gene,28218147,28220147,+,Os05g0566900,chr05,28219501,28219600,100,hypo,Os05g0566900,100,TRUE,BGI (CHH context)
chr05,gene,28276858,28278858,-,Os05g0568000,chr05,28277501,28277600,100,hypo,Os05g0568000,100,TRUE,BGI (CHH context)
chr05,gene,28297369,28299369,-,Os05g0568300,chr05,28297701,28297800,100,hypo,Os05g0568300,100,TRUE,BGI (CHH context)
chr05,gene,28537716,28539716,-,Os05g0573000,chr05,28539001,28539100,100,hyper,Os05g0573000,100,TRUE,BGI (CHH context)
chr05,gene,28609981,28611981,+,Os05g0574300,chr05,28610801,28610900,100,hyper,Os05g0574300,100,TRUE,BGI (CHH context)
chr05,gene,28708320,28710320,-,Os05g0576600,chr05,28709301,28709400,100,hypo,Os05g0576600,100,TRUE,BGI (CHH context)
chr05,gene,28898488,28900488,-,Os05g0580600,chr05,28899101,28899200,100,hypo,Os05g0580600,100,TRUE,BGI (CHH context)
chr05,gene,29008970,29010970,-,Os05g0583000,chr05,29009801,29009900,100,hypo,Os05g0583000,100,TRUE,BGI (CHH context)
chr05,gene,29036549,29038549,+,Os05g0583500,chr05,29037001,29037100,100,hypo,Os05g0583500,100,TRUE,BGI (CHH context)
chr05,gene,29067323,29069323,-,Os05g0584200,chr05,29068401,29068500,100,hypo,Os05g0584200,100,TRUE,BGI (CHH context)
chr05,gene,29075046,29077046,-,Os05g0584400,chr05,29076701,29076800,100,hypo,Os05g0584400,100,TRUE,BGI (CHH context)
chr05,gene,29075568,29077568,+,Os05g0584450,chr05,29076701,29076800,100,hypo,Os05g0584450,100,TRUE,BGI (CHH context)
chr05,gene,29148232,29150232,-,Os05g0585700,chr05,29148601,29148700,100,hypo,Os05g0585700,100,TRUE,BGI (CHH context)
chr05,gene,29234686,29236686,+,Os05g0586900,chr05,29235401,29235500,100,hypo,Os05g0586900,100,TRUE,BGI (CHH context)
chr05,gene,29325061,29327061,+,Os05g0588800,chr05,29326601,29326700,100,hypo,Os05g0588800,100,TRUE,BGI (CHH context)
chr05,gene,29509892,29511892,+,Os05g0592400,chr05,29511001,29511100,100,hypo,Os05g0592400,100,TRUE,BGI (CHH context)
chr05,gene,29569146,29571146,-,Os05g0593800,chr05,29570001,29570100,100,hypo,Os05g0593800,100,TRUE,BGI (CHH context)
chr06,gene,165367,167367,+,Os06g0102300,chr06,165501,165600,100,hypo,Os06g0102300,100,TRUE,BGI (CHH context)
chr06,gene,193018,195018,+,Os06g0102800,chr06,194501,194600,100,hypo,Os06g0102800,100,TRUE,BGI (CHH context)
chr06,gene,202487,204487,+,Os06g0102900,chr06,203701,203800,100,hypo,Os06g0102900,100,TRUE,BGI (CHH context)
chr06,gene,418780,420780,+,Os06g0106500,chr06,419401,419500,100,hypo,Os06g0106500,100,TRUE,BGI (CHH context)
chr06,gene,562534,564534,+,Os06g0109600,chr06,562501,562600,100,hypo,Os06g0109600,67,TRUE,BGI (CHH context)
chr06,gene,823521,825521,+,Os06g0114300,chr06,823901,824000,100,hypo,Os06g0114300,100,TRUE,BGI (CHH context)
chr06,gene,850464,852464,+,Os06g0115100,chr06,851701,851800,100,hyper,Os06g0115100,100,TRUE,BGI (CHH context)
chr06,gene,1009587,1011587,-,Os06g0118700,chr06,1011201,1011300,100,hypo,Os06g0118700,100,TRUE,BGI (CHH context)
chr06,gene,1170581,1172581,+,Os06g0122200,chr06,1171101,1171200,100,hypo,Os06g0122200,100,TRUE,BGI (CHH context)
chr06,gene,1453368,1455368,+,Os06g0127500,chr06,1454001,1454100,100,hypo,Os06g0127500,100,TRUE,BGI (CHH context)
chr06,gene,1552861,1554861,+,Os06g0129400,chr06,1553001,1553100,100,hypo,Os06g0129400,100,TRUE,BGI (CHH context)
chr06,gene,1627778,1629778,+,Os06g0130400,chr06,1629501,1629600,100,hypo,Os06g0130400,100,TRUE,BGI (CHH context)
chr06,gene,1633098,1635098,+,Os06g0130500,chr06,1634901,1635000,100,hypo,Os06g0130500,100,TRUE,BGI (CHH context)
chr06,gene,1634572,1636572,-,Os06g0130600,chr06,1634901,1635000,100,hypo,Os06g0130600,100,TRUE,BGI (CHH context)
chr06,gene,1697521,1699521,-,Os06g0131700,chr06,1699201,1699300,100,hypo,Os06g0131700,100,TRUE,BGI (CHH context)
chr06,gene,2135590,2137590,+,Os06g0140700,chr06,2137001,2137100,100,hypo,Os06g0140700,100,TRUE,BGI (CHH context)
chr06,gene,2168963,2170963,-,Os06g0141400,chr06,2170501,2170600,100,hyper,Os06g0141400,100,TRUE,BGI (CHH context)
chr06,gene,2173908,2175908,-,Os06g0141600,chr06,2174601,2174700,100,hypo,Os06g0141600,100,TRUE,BGI (CHH context)
chr06,gene,2185658,2187658,-,Os06g0141950,chr06,2186001,2186300,300,hypo,Os06g0141950,100,TRUE,BGI (CHH context)
chr06,gene,2185658,2187658,-,Os06g0141950,chr06,2187401,2187500,100,hypo,Os06g0141950,100,TRUE,BGI (CHH context)
chr06,gene,2186410,2188410,+,Os06g0142000,chr06,2187401,2187500,100,hypo,Os06g0142000,100,TRUE,BGI (CHH context)
chr06,gene,2272708,2274708,+,Os06g0143400,chr06,2273901,2274000,100,hyper,Os06g0143400,100,TRUE,BGI (CHH context)
chr06,gene,2397691,2399691,-,Os06g0145700,chr06,2398801,2398900,100,hypo,Os06g0145700,100,TRUE,BGI (CHH context)
chr06,gene,2439703,2441703,-,Os06g0146600,chr06,2440201,2440300,100,hypo,Os06g0146600,100,TRUE,BGI (CHH context)
chr06,gene,2440184,2442184,+,Os06g0146650,chr06,2440201,2440300,100,hypo,Os06g0146650,100,TRUE,BGI (CHH context)
chr06,gene,2447205,2449205,-,Os06g0146800,chr06,2448001,2448100,100,hypo,Os06g0146800,100,TRUE,BGI (CHH context)
chr06,gene,2495634,2497634,-,Os06g0147600,chr06,2497301,2497400,100,hypo,Os06g0147600,100,TRUE,BGI (CHH context)
chr06,gene,2496863,2498863,-,Os06g0147800,chr06,2497301,2497400,100,hypo,Os06g0147800,100,TRUE,BGI (CHH context)
chr06,gene,2525014,2527014,+,Os06g0148500,chr06,2526201,2526300,100,hypo,Os06g0148500,100,TRUE,BGI (CHH context)
chr06,gene,2676186,2678186,-,Os06g0151850,chr06,2676801,2676900,100,hyper,Os06g0151850,100,TRUE,BGI (CHH context)
chr06,gene,2676186,2678186,-,Os06g0151850,chr06,2677301,2677400,100,hypo,Os06g0151850,100,TRUE,BGI (CHH context)
chr06,gene,2677054,2679054,-,Os06g0151900,chr06,2677301,2677400,100,hypo,Os06g0151900,100,TRUE,BGI (CHH context)
chr06,gene,2838821,2840821,+,Os06g0155050,chr06,2839101,2839200,100,hypo,Os06g0155050,100,TRUE,BGI (CHH context)
chr06,gene,2868165,2870165,+,Os06g0155750,chr06,2869701,2869900,200,hypo,Os06g0155750,100,TRUE,BGI (CHH context)
chr06,gene,2990144,2992144,-,Os06g0158600,chr06,2991601,2991700,100,hyper,Os06g0158600,100,TRUE,BGI (CHH context)
chr06,gene,3038365,3040365,-,Os06g0159450,chr06,3039601,3039700,100,hypo,Os06g0159450,100,TRUE,BGI (CHH context)
chr06,gene,3091918,3093918,+,Os06g0161100,chr06,3092901,3093000,100,hypo,Os06g0161100,100,TRUE,BGI (CHH context)
chr06,gene,3109535,3111535,+,Os06g0161400,chr06,3109801,3109900,100,hypo,Os06g0161400,100,TRUE,BGI (CHH context)
chr06,gene,3193612,3195612,+,Os06g0163300,chr06,3195001,3195100,100,hypo,Os06g0163300,100,TRUE,BGI (CHH context)
chr06,gene,3194766,3196766,-,Os06g0163350,chr06,3195001,3195100,100,hypo,Os06g0163350,100,TRUE,BGI (CHH context)
chr06,gene,3278436,3280436,+,Os06g0164600,chr06,3279301,3279400,100,hypo,Os06g0164600,100,TRUE,BGI (CHH context)
chr06,gene,3312114,3314114,+,Os06g0165800,chr06,3313601,3313700,100,hypo,Os06g0165800,100,TRUE,BGI (CHH context)
chr06,gene,3335151,3337151,+,Os06g0166400,chr06,3335901,3336000,100,hypo,Os06g0166400,100,TRUE,BGI (CHH context)
chr06,gene,3335151,3337151,+,Os06g0166400,chr06,3336101,3336200,100,hypo,Os06g0166400,100,TRUE,BGI (CHH context)
chr06,gene,3429958,3431958,+,Os06g0168150,chr06,3431701,3431800,100,hypo,Os06g0168150,100,TRUE,BGI (CHH context)
chr06,gene,3505359,3507359,+,Os06g0169900,chr06,3506001,3506100,100,hyper,Os06g0169900,100,TRUE,BGI (CHH context)
chr06,gene,3654494,3656494,+,Os06g0172600,chr06,3655501,3655600,100,hypo,Os06g0172600,100,TRUE,BGI (CHH context)
chr06,gene,4060304,4062304,-,Os06g0182100,chr06,4060401,4060500,100,hypo,Os06g0182100,100,TRUE,BGI (CHH context)
chr06,gene,4159234,4161234,-,Os06g0183700,chr06,4159701,4159800,100,hypo,Os06g0183700,100,TRUE,BGI (CHH context)
chr06,gene,4159337,4161337,+,Os06g0183600,chr06,4159701,4159800,100,hypo,Os06g0183600,100,TRUE,BGI (CHH context)
chr06,gene,4386233,4388233,-,Os06g0186900,chr06,4386501,4386600,100,hyper,Os06g0186900,100,TRUE,BGI (CHH context)
chr06,gene,4495399,4497399,-,Os06g0188950,chr06,4496801,4496900,100,hypo,Os06g0188950,100,TRUE,BGI (CHH context)
chr06,gene,4591916,4593916,-,Os06g0190800,chr06,4592301,4592400,100,hypo,Os06g0190800,100,TRUE,BGI (CHH context)
chr06,gene,4622188,4624188,+,Os06g0191500,chr06,4623501,4623600,100,hypo,Os06g0191500,100,TRUE,BGI (CHH context)
chr06,gene,5042982,5044982,-,Os06g0199300,chr06,5043301,5043400,100,hypo,Os06g0199300,100,TRUE,BGI (CHH context)
chr06,gene,5080306,5082306,-,Os06g0200350,chr06,5081701,5081800,100,hypo,Os06g0200350,100,TRUE,BGI (CHH context)
chr06,gene,5085728,5087728,-,Os06g0200600,chr06,5086501,5086700,200,hypo,Os06g0200600,100,TRUE,BGI (CHH context)
chr06,gene,5085728,5087728,-,Os06g0200600,chr06,5086901,5087000,100,hypo,Os06g0200600,100,TRUE,BGI (CHH context)
chr06,gene,5100389,5102389,+,Os06g0201000,chr06,5100401,5100500,100,hypo,Os06g0201000,100,TRUE,BGI (CHH context)
chr06,gene,5242239,5244239,-,Os06g0203800,chr06,5243301,5243400,100,hypo,Os06g0203800,100,TRUE,BGI (CHH context)
chr06,gene,5298136,5300136,+,Os06g0204800,chr06,5299001,5299100,100,hypo,Os06g0204800,100,TRUE,BGI (CHH context)
chr06,gene,5313163,5315163,+,Os06g0205100,chr06,5313601,5313700,100,hypo,Os06g0205100,100,TRUE,BGI (CHH context)
chr06,gene,5313163,5315163,+,Os06g0205100,chr06,5314801,5314900,100,hypo,Os06g0205100,100,TRUE,BGI (CHH context)
chr06,gene,5367569,5369569,+,Os06g0206200,chr06,5369401,5369500,100,hypo,Os06g0206200,100,TRUE,BGI (CHH context)
chr06,gene,5418936,5420936,+,Os06g0207000,chr06,5420001,5420100,100,hypo,Os06g0207000,100,TRUE,BGI (CHH context)
chr06,gene,5429534,5431534,+,Os06g0207200,chr06,5429701,5429800,100,hypo,Os06g0207200,100,TRUE,BGI (CHH context)
chr06,gene,5447104,5449104,+,Os06g0207500,chr06,5447801,5447900,100,hypo,Os06g0207500,100,TRUE,BGI (CHH context)
chr06,gene,5475455,5477455,+,Os06g0207866,chr06,5476301,5476400,100,hypo,Os06g0207866,100,TRUE,BGI (CHH context)
chr06,gene,5520541,5522541,+,Os06g0208200,chr06,5521101,5521200,100,hypo,Os06g0208200,100,TRUE,BGI (CHH context)
chr06,gene,5722872,5724872,+,Os06g0212400,chr06,5723501,5723700,200,hypo,Os06g0212400,100,TRUE,BGI (CHH context)
chr06,gene,5730158,5732158,+,Os06g0212500,chr06,5730401,5730500,100,hypo,Os06g0212500,100,TRUE,BGI (CHH context)
chr06,gene,5743188,5745188,-,Os06g0212900,chr06,5744001,5744100,100,hypo,Os06g0212900,100,TRUE,BGI (CHH context)
chr06,gene,5798188,5800188,+,Os06g0213900,chr06,5799601,5799700,100,hypo,Os06g0213900,100,TRUE,BGI (CHH context)
chr06,gene,5876574,5878574,-,Os06g0215500,chr06,5877301,5877400,100,hypo,Os06g0215500,100,TRUE,BGI (CHH context)
chr06,gene,5876825,5878825,+,Os06g0215533,chr06,5877301,5877400,100,hypo,Os06g0215533,100,TRUE,BGI (CHH context)
chr06,gene,5882568,5884568,-,Os06g0215600,chr06,5883801,5883900,100,hypo,Os06g0215600,100,TRUE,BGI (CHH context)
chr06,gene,5882818,5884818,+,Os06g0215750,chr06,5883801,5883900,100,hypo,Os06g0215750,100,TRUE,BGI (CHH context)
chr06,gene,5975401,5977401,-,Os06g0217500,chr06,5975501,5975600,100,hypo,Os06g0217500,100,TRUE,BGI (CHH context)
chr06,gene,5975401,5977401,-,Os06g0217500,chr06,5975701,5975800,100,hyper,Os06g0217500,100,TRUE,BGI (CHH context)
chr06,gene,6231176,6233176,+,Os06g0220900,chr06,6231801,6231900,100,hypo,Os06g0220900,100,TRUE,BGI (CHH context)
chr06,gene,6231176,6233176,+,Os06g0220900,chr06,6232101,6232200,100,hypo,Os06g0220900,100,TRUE,BGI (CHH context)
chr06,gene,6448434,6450434,-,Os06g0224300,chr06,6449001,6449100,100,hypo,Os06g0224300,100,TRUE,BGI (CHH context)
chr06,gene,6490817,6492817,-,Os06g0225600,chr06,6492301,6492400,100,hypo,Os06g0225600,100,TRUE,BGI (CHH context)
chr06,gene,6490817,6492817,-,Os06g0225600,chr06,6492701,6492800,100,hypo,Os06g0225600,100,TRUE,BGI (CHH context)
chr06,gene,6520344,6522344,+,Os06g0226050,chr06,6521301,6521400,100,hyper,Os06g0226050,100,TRUE,BGI (CHH context)
chr06,gene,6569018,6571018,+,Os06g0226700,chr06,6570301,6570400,100,hypo,Os06g0226700,100,TRUE,BGI (CHH context)
chr06,gene,6646404,6648404,-,Os06g0228200,chr06,6646601,6646700,100,hypo,Os06g0228200,100,TRUE,BGI (CHH context)
chr06,gene,6685892,6687892,-,Os06g0228732,chr06,6687401,6687500,100,hypo,Os06g0228732,100,TRUE,BGI (CHH context)
chr06,gene,6807574,6809574,-,Os06g0231600,chr06,6809401,6809500,100,hypo,Os06g0231600,100,TRUE,BGI (CHH context)
chr06,gene,6821036,6823036,-,Os06g0232100,chr06,6821601,6821700,100,hypo,Os06g0232100,100,TRUE,BGI (CHH context)
chr06,gene,6821036,6823036,-,Os06g0232100,chr06,6822001,6822100,100,hypo,Os06g0232100,100,TRUE,BGI (CHH context)
chr06,gene,6876753,6878753,-,Os06g0232400,chr06,6877901,6878000,100,hypo,Os06g0232400,100,TRUE,BGI (CHH context)
chr06,gene,6913702,6915702,+,Os06g0233000,chr06,6915101,6915200,100,hypo,Os06g0233000,100,TRUE,BGI (CHH context)
chr06,gene,6913777,6915777,-,Os06g0233101,chr06,6915101,6915200,100,hypo,Os06g0233101,100,TRUE,BGI (CHH context)
chr06,gene,7017819,7019819,-,Os06g0234800,chr06,7017901,7018000,100,hypo,Os06g0234800,100,TRUE,BGI (CHH context)
chr06,gene,7091925,7093925,+,Os06g0236300,chr06,7091901,7092000,100,hypo,Os06g0236300,76,TRUE,BGI (CHH context)
chr06,gene,7146668,7148668,-,Os06g0237502,chr06,7146701,7146800,100,hypo,Os06g0237502,100,TRUE,BGI (CHH context)
chr06,gene,7219749,7221749,+,Os06g0239000,chr06,7220901,7221000,100,hypo,Os06g0239000,100,TRUE,BGI (CHH context)
chr06,gene,7245884,7247884,+,Os06g0239500,chr06,7247201,7247300,100,hypo,Os06g0239500,100,TRUE,BGI (CHH context)
chr06,gene,7367137,7369137,-,Os06g0242000,chr06,7367701,7367800,100,hyper,Os06g0242000,100,TRUE,BGI (CHH context)
chr06,gene,7528825,7530825,+,Os06g0244700,chr06,7529401,7529600,200,hypo,Os06g0244700,100,TRUE,BGI (CHH context)
chr06,gene,7529397,7531397,-,Os06g0244901,chr06,7529401,7529600,200,hypo,Os06g0244901,100,TRUE,BGI (CHH context)
chr06,gene,7563169,7565169,-,Os06g0245700,chr06,7563701,7563800,100,hypo,Os06g0245700,100,TRUE,BGI (CHH context)
chr06,gene,7563169,7565169,-,Os06g0245700,chr06,7564001,7564100,100,hypo,Os06g0245700,100,TRUE,BGI (CHH context)
chr06,gene,7589680,7591680,-,Os06g0246000,chr06,7591001,7591100,100,hypo,Os06g0246000,100,TRUE,BGI (CHH context)
chr06,gene,7797085,7799085,-,Os06g0250600,chr06,7797501,7797600,100,hyper,Os06g0250600,100,TRUE,BGI (CHH context)
chr06,gene,7797085,7799085,-,Os06g0250600,chr06,7797701,7797800,100,hypo,Os06g0250600,100,TRUE,BGI (CHH context)
chr06,gene,7994917,7996917,-,Os06g0254600,chr06,7996501,7996600,100,hypo,Os06g0254600,100,TRUE,BGI (CHH context)
chr06,gene,8009879,8011879,-,Os06g0254700,chr06,8010801,8010900,100,hypo,Os06g0254700,100,TRUE,BGI (CHH context)
chr06,gene,8009879,8011879,-,Os06g0254700,chr06,8011601,8011700,100,hyper,Os06g0254700,100,TRUE,BGI (CHH context)
chr06,gene,8041566,8043566,+,Os06g0255200,chr06,8043001,8043100,100,hypo,Os06g0255200,100,TRUE,BGI (CHH context)
chr06,gene,8368035,8370035,-,Os06g0259850,chr06,8368201,8368300,100,hypo,Os06g0259850,100,TRUE,BGI (CHH context)
chr06,gene,8370480,8372480,-,Os06g0259901,chr06,8371201,8371300,100,hypo,Os06g0259901,100,TRUE,BGI (CHH context)
chr06,gene,8756936,8758936,-,Os06g0265000,chr06,8758301,8758400,100,hypo,Os06g0265000,100,TRUE,BGI (CHH context)
chr06,gene,8866033,8868033,-,Os06g0267200,chr06,8867101,8867200,100,hypo,Os06g0267200,100,TRUE,BGI (CHH context)
chr06,gene,8874051,8876051,-,Os06g0267400,chr06,8874101,8874200,100,hypo,Os06g0267400,100,TRUE,BGI (CHH context)
chr06,gene,8933774,8935774,-,Os06g0268500,chr06,8935501,8935600,100,hypo,Os06g0268500,100,TRUE,BGI (CHH context)
chr06,gene,8971320,8973320,-,Os06g0269151,chr06,8971701,8971800,100,hypo,Os06g0269151,100,TRUE,BGI (CHH context)
chr06,gene,9098687,9100687,-,Os06g0270982,chr06,9099401,9099600,200,hypo,Os06g0270982,100,TRUE,BGI (CHH context)
chr06,gene,9099145,9101145,+,Os06g0271000,chr06,9099401,9099600,200,hypo,Os06g0271000,100,TRUE,BGI (CHH context)
chr06,gene,9264839,9266839,-,Os06g0274100,chr06,9265701,9265800,100,hypo,Os06g0274100,100,TRUE,BGI (CHH context)
chr06,gene,9317211,9319211,-,Os06g0274550,chr06,9318101,9318200,100,hypo,Os06g0274550,100,TRUE,BGI (CHH context)
chr06,gene,9317466,9319466,+,Os06g0274600,chr06,9318101,9318200,100,hypo,Os06g0274600,100,TRUE,BGI (CHH context)
chr06,gene,9416328,9418328,-,Os06g0276300,chr06,9417101,9417200,100,hypo,Os06g0276300,100,TRUE,BGI (CHH context)
chr06,gene,9416780,9418780,+,Os06g0276750,chr06,9417101,9417200,100,hypo,Os06g0276750,100,TRUE,BGI (CHH context)
chr06,gene,9631342,9633342,+,Os06g0278450,chr06,9631301,9631500,200,hypo,Os06g0278450,79.5,TRUE,BGI (CHH context)
chr06,gene,10754337,10756337,+,Os06g0293000,chr06,10756001,10756100,100,hyper,Os06g0293000,100,TRUE,BGI (CHH context)
chr06,gene,10754426,10756426,-,Os06g0293050,chr06,10756001,10756100,100,hyper,Os06g0293050,100,TRUE,BGI (CHH context)
chr06,gene,10756256,10758256,+,Os06g0293100,chr06,10757501,10757600,100,hypo,Os06g0293100,100,TRUE,BGI (CHH context)
chr06,gene,10756610,10758610,-,Os06g0293300,chr06,10757501,10757600,100,hypo,Os06g0293300,100,TRUE,BGI (CHH context)
chr06,gene,11044380,11046380,+,Os06g0297800,chr06,11045801,11045900,100,hypo,Os06g0297800,100,TRUE,BGI (CHH context)
chr06,gene,11066825,11068825,-,Os06g0298100,chr06,11068201,11068400,200,hyper,Os06g0298100,100,TRUE,BGI (CHH context)
chr06,gene,11068174,11070174,-,Os06g0298200,chr06,11068201,11068400,200,hyper,Os06g0298200,100,TRUE,BGI (CHH context)
chr06,gene,11114720,11116720,-,Os06g0299100,chr06,11116401,11116500,100,hypo,Os06g0299100,100,TRUE,BGI (CHH context)
chr06,gene,11168411,11170411,-,Os06g0300000,chr06,11169801,11169900,100,hypo,Os06g0300000,100,TRUE,BGI (CHH context)
chr06,gene,11168702,11170702,+,Os06g0300100,chr06,11169801,11169900,100,hypo,Os06g0300100,100,TRUE,BGI (CHH context)
chr06,gene,11717034,11719034,-,Os06g0308900,chr06,11717401,11717500,100,hypo,Os06g0308900,100,TRUE,BGI (CHH context)
chr06,gene,11875604,11877604,+,Os06g0311600,chr06,11876401,11876500,100,hypo,Os06g0311600,100,TRUE,BGI (CHH context)
chr06,gene,12184509,12186509,+,Os06g0315900,chr06,12185501,12185600,100,hypo,Os06g0315900,100,TRUE,BGI (CHH context)
chr06,gene,12277981,12279981,+,Os06g0317200,chr06,12279401,12279500,100,hypo,Os06g0317200,100,TRUE,BGI (CHH context)
chr06,gene,12756542,12758542,-,Os06g0326000,chr06,12758001,12758100,100,hypo,Os06g0326000,100,TRUE,BGI (CHH context)
chr06,gene,12792383,12794383,+,Os06g0326400,chr06,12792901,12793000,100,hypo,Os06g0326400,100,TRUE,BGI (CHH context)
chr06,gene,12857939,12859939,-,Os06g0327400,chr06,12859601,12859700,100,hypo,Os06g0327400,100,TRUE,BGI (CHH context)
chr06,gene,13160901,13162901,+,Os06g0332400,chr06,13162501,13162600,100,hyper,Os06g0332400,100,TRUE,BGI (CHH context)
chr06,gene,13161055,13163055,-,Os06g0332450,chr06,13162501,13162600,100,hyper,Os06g0332450,100,TRUE,BGI (CHH context)
chr06,gene,13175570,13177570,+,Os06g0332600,chr06,13177001,13177100,100,hypo,Os06g0332600,100,TRUE,BGI (CHH context)
chr06,gene,13194376,13196376,-,Os06g0332800,chr06,13195001,13195100,100,hypo,Os06g0332800,100,TRUE,BGI (CHH context)
chr06,gene,13384533,13386533,+,Os06g0335975,chr06,13385801,13385900,100,hypo,Os06g0335975,100,TRUE,BGI (CHH context)
chr06,gene,13385969,13387969,+,Os06g0336001,chr06,13387901,13388000,100,hypo,Os06g0336001,69,TRUE,BGI (CHH context)
chr06,gene,13387882,13389882,+,Os06g0335900,chr06,13387901,13388000,100,hypo,Os06g0335900,100,TRUE,BGI (CHH context)
chr06,gene,13552616,13554616,+,Os06g0339800,chr06,13553601,13553700,100,hypo,Os06g0339800,100,TRUE,BGI (CHH context)
chr06,gene,14345071,14347071,-,Os06g0352200,chr06,14345601,14345700,100,hyper,Os06g0352200,100,TRUE,BGI (CHH context)
chr06,gene,14582596,14584596,+,Os06g0355500,chr06,14582701,14582800,100,hypo,Os06g0355500,100,TRUE,BGI (CHH context)
chr06,gene,14582596,14584596,+,Os06g0355500,chr06,14583301,14583400,100,hypo,Os06g0355500,100,TRUE,BGI (CHH context)
chr06,gene,14582596,14584596,+,Os06g0355500,chr06,14584201,14584300,100,hypo,Os06g0355500,100,TRUE,BGI (CHH context)
chr06,gene,14890181,14892181,+,Os06g0360500,chr06,14890501,14890600,100,hypo,Os06g0360500,100,TRUE,BGI (CHH context)
chr06,gene,15377505,15379505,-,Os06g0367500,chr06,15379101,15379200,100,hypo,Os06g0367500,100,TRUE,BGI (CHH context)
chr06,gene,15646705,15648705,+,Os06g0470800,chr06,15648001,15648100,100,hypo,Os06g0470800,100,TRUE,BGI (CHH context)
chr06,gene,15663967,15665967,+,Os06g0471100,chr06,15664401,15664600,200,hypo,Os06g0471100,100,TRUE,BGI (CHH context)
chr06,gene,15722706,15724706,+,Os06g0472200,chr06,15724201,15724300,100,hypo,Os06g0472200,100,TRUE,BGI (CHH context)
chr06,gene,15889370,15891370,-,Os06g0474500,chr06,15890401,15890500,100,hypo,Os06g0474500,100,TRUE,BGI (CHH context)
chr06,gene,16434859,16436859,-,Os06g0483500,chr06,16435601,16435700,100,hypo,Os06g0483500,100,TRUE,BGI (CHH context)
chr06,gene,16577208,16579208,-,Os06g0486000,chr06,16578001,16578100,100,hyper,Os06g0486000,100,TRUE,BGI (CHH context)
chr06,gene,16730927,16732927,-,Os06g0487900,chr06,16731601,16731700,100,hypo,Os06g0487900,100,TRUE,BGI (CHH context)
chr06,gene,17001636,17003636,-,Os06g0492000,chr06,17003101,17003200,100,hypo,Os06g0492000,100,TRUE,BGI (CHH context)
chr06,gene,17192074,17194074,+,Os06g0494400,chr06,17192001,17192200,200,hypo,Os06g0494400,63.5,TRUE,BGI (CHH context)
chr06,gene,17192074,17194074,+,Os06g0494400,chr06,17192701,17193000,300,hypo,Os06g0494400,100,TRUE,BGI (CHH context)
chr06,gene,17192074,17194074,+,Os06g0494400,chr06,17193401,17193600,200,hypo,Os06g0494400,100,TRUE,BGI (CHH context)
chr06,gene,17255330,17257330,+,Os06g0495500,chr06,17256801,17256900,100,hyper,Os06g0495500,100,TRUE,BGI (CHH context)
chr06,gene,17431902,17433902,+,Os06g0497500,chr06,17432901,17433100,200,hypo,Os06g0497500,100,TRUE,BGI (CHH context)
chr06,gene,17487516,17489516,+,Os06g0498400,chr06,17488801,17488900,100,hypo,Os06g0498400,100,TRUE,BGI (CHH context)
chr06,gene,17607748,17609748,+,Os06g0500100,chr06,17608901,17609000,100,hyper,Os06g0500100,100,TRUE,BGI (CHH context)
chr06,gene,17795607,17797607,-,Os06g0502800,chr06,17797401,17797500,100,hypo,Os06g0502800,100,TRUE,BGI (CHH context)
