"","Contexto","Elemento"
"18062","hypo - BGI (CHH context) - repeats","ORSiTETNOOT00115#DNA"
"18063","hypo - BGI (CHH context) - repeats","LTR_Os_chr_11_2073#LTR"
"18064","hypo - BGI (CHH context) - repeats","ORSgTEMT06000277"
"18065","hypo - BGI (CHH context) - repeats","LTR_Os_chr_11_2076#LTR"
"18066","hypo - BGI (CHH context) - repeats","ORSgTEMT01602150"
"18067","hypo - BGI (CHH context) - repeats","LTR_Os_chr_03_541#LTR"
"18068","hypo - BGI (CHH context) - repeats","LTR_Os_chr_11_2081#LTR"
"18069","hypo - BGI (CHH context) - repeats","ORSgTEMT01700294"
"18070","hypo - BGI (CHH context) - repeats","ORSgTEMT00600473"
"18071","hypo - BGI (CHH context) - repeats","LTR_Os_chr_11_2086#LTR/Gypsy"
"18072","hypo - BGI (CHH context) - repeats","ORSgTEMT01602147"
"18073","hypo - BGI (CHH context) - repeats","ORSgTEMT00100357"
"18074","hypo - BGI (CHH context) - repeats","TREP3431#DNA/En-Spm"
"18075","hypo - BGI (CHH context) - repeats","LTR_Os_chr_03_448#LTR"
"18076","hypo - BGI (CHH context) - repeats","ORSgTEMT01602125"
"18077","hypo - BGI (CHH context) - repeats","LTR_Os_chr_11_2087#LTR/Gypsy"
"18078","hypo - BGI (CHH context) - repeats","TIGR_ORSgTERT00100558_6435#LTR/Copia"
"18079","hypo - BGI (CHH context) - repeats","LTR_Os_chr_10_1878#LTR"
"18080","hypo - BGI (CHH context) - repeats","LTR_Os_chr_12_2167#LTR"
"18081","hypo - BGI (CHH context) - repeats","ORSgTEMT06000333"
"18082","hypo - BGI (CHH context) - repeats","LTR_Os_chr_04_660#LTR"
"18083","hypo - BGI (CHH context) - repeats","ORSiTETNOOT00162"
"18084","hypo - BGI (CHH context) - repeats","LTR_Os_chr_12_2344#LTR"
"18085","hypo - BGI (CHH context) - repeats","LTR_Sb_chr_04_751#LTR/Gypsy"
"18086","hypo - BGI (CHH context) - repeats","ORSgTEMT01601156"
"18087","hypo - BGI (CHH context) - repeats","ORSgTETNOOT00677"
"18088","hypo - BGI (CHH context) - repeats","LTR_Os_chr_07_1439#LTR/Copia"
"18089","hypo - BGI (CHH context) - repeats","LTR_Os_chr_11_2101#LTR/Gypsy"
"18090","hypo - BGI (CHH context) - repeats","ORSgTERT00100535"
"18091","hypo - BGI (CHH context) - repeats","ORSgTEMT00600413"
"18092","hypo - BGI (CHH context) - repeats","LTR_Os_chr_04_816#LTR/Gypsy"
"18093","hypo - BGI (CHH context) - repeats","ORSgTEMT01701576"
"18094","hypo - BGI (CHH context) - repeats","ORSgTEMT02000056"
"18095","hypo - BGI (CHH context) - repeats","LTR_Os_chr_08_1475#LTR"
"18096","hypo - BGI (CHH context) - repeats","ORSgTEMT00101004"
"18097","hypo - BGI (CHH context) - repeats","ORSgTEMT00101291"
"18098","hypo - BGI (CHH context) - repeats","LTR_Os_chr_11_2107#LTR/Copia"
"18099","hypo - BGI (CHH context) - repeats","ORSiTERTOOT00219"
"18100","hypo - BGI (CHH context) - repeats","ORSgOTOT00000757"
"18101","hypo - BGI (CHH context) - repeats","LTR_Os_chr_11_2110#LTR"
"18102","hypo - BGI (CHH context) - repeats","LTR_Os_chr_11_2111#LTR/Gypsy"
"18103","hypo - BGI (CHH context) - repeats","ORSgTETNOOT02565"
"18104","hypo - BGI (CHH context) - repeats","ORSgTEMT01601929"
"18105","hypo - BGI (CHH context) - repeats","LTR_Os_chr_11_2113#LTR/Gypsy"
"18106","hypo - BGI (CHH context) - repeats","ORSgTEMT00101672"
"18107","hypo - BGI (CHH context) - repeats","LTR_Os_chr_11_2121#LTR/Gypsy"
"18108","hypo - BGI (CHH context) - repeats","ORSgTEMT01601489"
"18109","hypo - BGI (CHH context) - repeats","ORSgTEMT00502245"
"18110","hypo - BGI (CHH context) - repeats","LTR_Os_chr_06_1239#LTR/Gypsy"
"18111","hypo - BGI (CHH context) - repeats","ORSgTEMT00100980"
"18112","hypo - BGI (CHH context) - repeats","ORSgTETNOOT01440"
"18113","hypo - BGI (CHH context) - repeats","ORSgTEMT02400084"
"18114","hypo - BGI (CHH context) - repeats","LTR_Os_chr_07_1271#LTR"
"18115","hypo - BGI (CHH context) - repeats","LTR_Os_chr_11_2142#LTR/Gypsy"
"18116","hypo - BGI (CHH context) - repeats","LTR_Os_chr_11_2145#LTR/Gypsy"
"18117","hypo - BGI (CHH context) - repeats","LTR_Os_chr_11_2147#LTR"
"18118","hypo - BGI (CHH context) - repeats","ORSgTEMT06000003"
"18119","hypo - BGI (CHH context) - repeats","ORSgTETNOOT01753"
"18120","hypo - BGI (CHH context) - repeats","LTR_Os_chr_02_307#LTR/Copia"
"18121","hypo - BGI (CHH context) - repeats","ORSgTEMT00600523"
"18122","hypo - BGI (CHH context) - repeats","ORSgTETN00300002"
"18123","hypo - BGI (CHH context) - repeats","ORSgTEMT03600017"
"18124","hypo - BGI (CHH context) - repeats","ORSgTEMT00501203"
"18125","hypo - BGI (CHH context) - repeats","LTR_Os_chr_01_128#LTR"
"18126","hypo - BGI (CHH context) - repeats","ORSgTEMT00100837"
"18127","hypo - BGI (CHH context) - repeats","STOWAWAY40_OS#DNA/Mite"
"18128","hypo - BGI (CHH context) - repeats","LTR_Os_chr_12_2182#LTR"
"18129","hypo - BGI (CHH context) - repeats","SZ-21_LTR#LTR"
"18130","hypo - BGI (CHH context) - repeats","ORSgTETNOOT01992"
"18131","hypo - BGI (CHH context) - repeats","ORSiTETNOOT00105#DNA"
"18132","hypo - BGI (CHH context) - repeats","ORSgTEMT01701434"
"18133","hypo - BGI (CHH context) - repeats","ORSgTEMT00900457"
"18134","hypo - BGI (CHH context) - repeats","ORSgTEMT01602651"
"18135","hypo - BGI (CHH context) - repeats","ORSgTEMT01700390"
"18136","hypo - BGI (CHH context) - repeats","LTR_Os_chr_03_530#LTR"
"18137","hypo - BGI (CHH context) - repeats","ORSgTEMT00101242"
"18138","hypo - BGI (CHH context) - repeats","ORSgTEMT01602764"
"18139","hypo - BGI (CHH context) - repeats","ORSiTEMT01000002#DNA/Mite"
"18140","hypo - BGI (CHH context) - repeats","LTR_Os_chr_01_119#LTR"
"18141","hypo - BGI (CHH context) - repeats","ORSgTEMT06000133"
"18142","hypo - BGI (CHH context) - repeats","ORSgTEMT01602665"
"18143","hypo - BGI (CHH context) - repeats","ORSgTEMT01900021"
"18144","hypo - BGI (CHH context) - repeats","ORSgTEMT01900009"
"18145","hypo - BGI (CHH context) - repeats","ORSgTEMT00901222"
"18146","hypo - BGI (CHH context) - repeats","LTR_Os_chr_12_2209#LTR"
"18147","hypo - BGI (CHH context) - repeats","LTR_Os_chr_11_2025#LTR"
"18148","hypo - BGI (CHH context) - repeats","LTR_Os_chr_09_1767#LTR/Copia"
"18149","hypo - BGI (CHH context) - repeats","ORSgTETNOOT01166"
"18150","hypo - BGI (CHH context) - repeats","LTR_Os_chr_12_2201#LTR/Gypsy"
"18151","hypo - BGI (CHH context) - repeats","LTR_Os_chr_12_2202#LTR/Gypsy"
"18152","hypo - BGI (CHH context) - repeats","TREP3427#DNA/En-Spm"
"18153","hypo - BGI (CHH context) - repeats","ORSgTEMT01601449"
"18154","hypo - BGI (CHH context) - repeats","LTR_Os_chr_01_91#LTR"
"18155","hypo - BGI (CHH context) - repeats","LTR_Os_chr_02_378#LTR"
"18156","hypo - BGI (CHH context) - repeats","ORSgTEMT01700686"
"18157","hypo - BGI (CHH context) - repeats","LTR_Os_chr_12_2226#LTR/Gypsy"
"18158","hypo - BGI (CHH context) - repeats","LTR_Os_chr_12_2231#LTR/Gypsy"
"18159","hypo - BGI (CHH context) - repeats","LTR_Os_chr_05_933#LTR"
"18160","hypo - BGI (CHH context) - repeats","LTR_Os_chr_12_2232#LTR/Gypsy"
"18161","hypo - BGI (CHH context) - repeats","rn_457-190_retroryza#LTR"
"18162","hypo - BGI (CHH context) - repeats","LTR_Os_chr_02_325#LTR"
"18163","hypo - BGI (CHH context) - repeats","ORSgTEMT00101147"
"18164","hypo - BGI (CHH context) - repeats","ORSgTEMT01601689"
"18165","hypo - BGI (CHH context) - repeats","ORSgTEMT03800068"
"18166","hypo - BGI (CHH context) - repeats","ORSgTERT00100483"
"18167","hypo - BGI (CHH context) - repeats","LTR_Os_chr_09_1760#LTR"
"18168","hypo - BGI (CHH context) - repeats","LTR_Os_chr_08_1512#LTR"
"18169","hypo - BGI (CHH context) - repeats","ORSgTEMT03800051"
"18170","hypo - BGI (CHH context) - repeats","LTR_Os_chr_04_651#LTR"
"18171","hypo - BGI (CHH context) - repeats","LTR_Os_chr_12_2272#LTR"
"18172","hypo - BGI (CHH context) - repeats","LTR_Os_chr_02_366#LTR"
"18173","hypo - BGI (CHH context) - repeats","LTR_Os_chr_12_2276_2frag#LTR"
"18174","hypo - BGI (CHH context) - repeats","LTR_Os_chr_04_764#LTR/Copia"
"18175","hypo - BGI (CHH context) - repeats","ORSgTEMT01702330"
"18176","hypo - BGI (CHH context) - repeats","LTR_AC195935.1_5805#LTR"
"18177","hypo - BGI (CHH context) - repeats","LTR_Os_chr_03_523#LTR/Copia"
"18178","hypo - BGI (CHH context) - repeats","ORSgTEMT01600360"
"18179","hypo - BGI (CHH context) - repeats","ORSgTEMT01601660"
"18180","hypo - BGI (CHH context) - repeats","ORSgTEMT01600633"
"18181","hypo - BGI (CHH context) - repeats","ORSgTEMT00900088"
"18182","hypo - BGI (CHH context) - repeats","ORSgTEMT00501352"
"18183","hypo - BGI (CHH context) - repeats","ORSgTEMT00500926"
"18184","hypo - BGI (CHH context) - repeats","ORSgTEMT01900045"
"18185","hypo - BGI (CHH context) - repeats","LTR_Os_chr_04_708#LTR"
"18186","hypo - BGI (CHH context) - repeats","ORSgTEMT01701442"
"18187","hypo - BGI (CHH context) - repeats","LTR_Os_chr_12_2320#LTR/Copia"
"18188","hypo - BGI (CHH context) - repeats","LTR_Os_chr_10_1865#LTR/Gypsy"
"18189","hypo - BGI (CHH context) - repeats","LTR_Os_chr_02_359#LTR"
"18190","hypo - BGI (CHH context) - repeats","LTR_Os_chr_12_2322#LTR"
"18191","hypo - BGI (CHH context) - repeats","ORSgTEMT01600683"
"18192","hypo - BGI (CHH context) - repeats","ORSgTEMT01600934"
"18193","hypo - BGI (CHH context) - repeats","ORSgTEMT01702341"
"18194","hypo - BGI (CHH context) - repeats","LTR_Os_chr_01_169#LTR"
"18195","hypo - BGI (CHH context) - repeats","ORSgTETNOOT02347"
"18196","hypo - BGI (CHH context) - repeats","LTR_Os_chr_12_2325#LTR/Gypsy"
"18197","hypo - BGI (CHH context) - repeats","ORSgTEMT01601718"
"18198","hypo - BGI (CHH context) - repeats","ORSgTEMT01701080"
"18199","hypo - BGI (CHH context) - repeats","LTR_Os_chr_12_2332#LTR/Copia"
"18200","hypo - BGI (CHH context) - repeats","ORSgTEMT00800045"
"18201","hypo - BGI (CHH context) - repeats","LTR_Os_chr_07_1265#LTR"
"18202","hypo - BGI (CHH context) - repeats","ORSgTEMT01700524"
"18203","hypo - BGI (CHH context) - repeats","ORSgTETNOOT01715"
"18204","hypo - BGI (CHH context) - repeats","ORSgTEMT01600099"
"18205","hypo - BGI (CHH context) - repeats","ORSiTETNOOT00164"
"18206","hypo - BGI (CHH context) - repeats","ORSgTEMT00100196"
"18207","hypo - BGI (CHH context) - repeats","LTR_Os_chr_06_1083#LTR/Gypsy"
"18208","hypo - BGI (CHH context) - repeats","ORSgTETNOOT00048"
"18209","hypo - BGI (CHH context) - repeats","LTR_Os_chr_12_2334#LTR/Gypsy"
"18210","hypo - BGI (CHH context) - repeats","ORSgTEMT01701931"
"18211","hypo - BGI (CHH context) - repeats","ORSgTEMT01701126"
"18212","hypo - BGI (CHH context) - repeats","LTR_Os_chr_12_2339#LTR/Gypsy"
"18213","hypo - BGI (CHH context) - repeats","ORSgTEMT00600444"
"18214","hypo - BGI (CHH context) - repeats","LTR_Os_chr_12_2341#LTR/Copia"
"18215","hypo - BGI (CHH context) - repeats","ORSgTEMT00501244"
"18216","hypo - BGI (CHH context) - repeats","ORSgTEMT01600229"
"18217","hypo - BGI (CHH context) - repeats","LTR_Os_chr_12_2342#LTR"
"18218","hypo - BGI (CHH context) - repeats","LTR_Sb_chr_07_964#LTR/Copia"
"18219","hypo - BGI (CHH context) - repeats","ORSgTEMT00600010"
"18220","hypo - BGI (CHH context) - repeats","LTR_Os_chr_03_468#LTR"
"18221","hypo - BGI (CHH context) - repeats","ORSgTEMT01602288"
"18222","hypo - BGI (CHH context) - repeats","ORSgTEMT01602729"
"18223","hypo - BGI (CHH context) - repeats","LTR_Os_chr_12_2345#LTR"
"18224","hyper - BGI (CHH context) - repeats","LTR_Os_chr_09_1788#LTR"
"18225","hyper - BGI (CHH context) - repeats","rire3_P0698G03-1#LTR/Gypsy"
"18226","hyper - BGI (CHH context) - repeats","LTR_Os_chr_09_1767#LTR/Copia"
"18227","hyper - BGI (CHH context) - repeats","LTR_Os_chr_01_16#LTR/Gypsy"
"18228","hyper - BGI (CHH context) - repeats","ORSgOTOT00000722"
"18229","hyper - BGI (CHH context) - repeats","ORSiTETN00100014#DNA/hAT-Ac"
"18230","hyper - BGI (CHH context) - repeats","QIQI#DNA/Mite"
"18231","hyper - BGI (CHH context) - repeats","OSTE27#DNA"
"18232","hyper - BGI (CHH context) - repeats","LTR_Os_chr_03_539#LTR"
"18233","hyper - BGI (CHH context) - repeats","LTR_Os_chr_01_81#LTR/Copia"
"18234","hyper - BGI (CHH context) - repeats","LTR_Os_chr_01_22#LTR/Gypsy"
"18235","hyper - BGI (CHH context) - repeats","ORSgTEMT03800082"
"18236","hyper - BGI (CHH context) - repeats","MERMITEH#DNA"
"18237","hyper - BGI (CHH context) - repeats","LTR_Os_chr_01_187#LTR"
"18238","hyper - BGI (CHH context) - repeats","TREP3420#DNA/En-Spm"
"18239","hyper - BGI (CHH context) - repeats","LTR_Os_chr_06_1151#LTR"
"18240","hyper - BGI (CHH context) - repeats","LTR_Os_chr_11_2022#LTR"
"18241","hyper - BGI (CHH context) - repeats","OLO24C#DNA/Mite"
"18242","hyper - BGI (CHH context) - repeats","OSTE15#DNA"
"18243","hyper - BGI (CHH context) - repeats","LTR_Os_chr_09_1711#LTR"
"18244","hyper - BGI (CHH context) - repeats","LTR_Os_chr_01_34#LTR"
"18245","hyper - BGI (CHH context) - repeats","LTR_Os_chr_08_1603#LTR/Gypsy"
"18246","hyper - BGI (CHH context) - repeats","rn_174-102_retroryza#LTR"
"18247","hyper - BGI (CHH context) - repeats","LTR_Os_chr_07_1364#LTR/Gypsy"
"18248","hyper - BGI (CHH context) - repeats","LTR_Os_chr_01_38#LTR"
"18249","hyper - BGI (CHH context) - repeats","LTR_Os_chr_04_736#LTR/Gypsy"
"18250","hyper - BGI (CHH context) - repeats","ORSgTEMT00600200"
"18251","hyper - BGI (CHH context) - repeats","STOWAWAY36_OS#DNA/Mite"
"18252","hyper - BGI (CHH context) - repeats","LTR_Os_chr_02_388#LTR"
"18253","hyper - BGI (CHH context) - repeats","SPMLIKE#DNA/En-Spm"
"18254","hyper - BGI (CHH context) - repeats","Os1_19_1L#Retroelement"
"18255","hyper - BGI (CHH context) - repeats","ORSgTETN00200004"
"18256","hyper - BGI (CHH context) - repeats","LTR_Os_chr_01_58#LTR"
"18257","hyper - BGI (CHH context) - repeats","CLOUD-7#DNA/MuDR"
"18258","hyper - BGI (CHH context) - repeats","LTR_Os_chr_01_61#LTR"
"18259","hyper - BGI (CHH context) - repeats","ORSgTEMT00600054"
"18260","hyper - BGI (CHH context) - repeats","LTR_Os_chr_09_1684#LTR"
"18261","hyper - BGI (CHH context) - repeats","OSLINE1-4#LINE"
"18262","hyper - BGI (CHH context) - repeats","STOWAWAY48_OS#DNA/Mite"
"18263","hyper - BGI (CHH context) - repeats","ORSgTETNOOT02201"
"18264","hyper - BGI (CHH context) - repeats","LTR_Os_chr_01_67#LTR/Gypsy"
"18265","hyper - BGI (CHH context) - repeats","OSTE21#DNA/MuDR"
"18266","hyper - BGI (CHH context) - repeats","LTR_Os_chr_04_790#LTR/Gypsy"
"18267","hyper - BGI (CHH context) - repeats","LTR_Os_chr_04_806#LTR/Gypsy"
"18268","hyper - BGI (CHH context) - repeats","LTR_Os_chr_01_70#LTR/Gypsy"
"18269","hyper - BGI (CHH context) - repeats","LTR_Os_chr_12_2294#LTR/Gypsy"
"18270","hyper - BGI (CHH context) - repeats","LTR_Os_chr_02_268#LTR/Copia"
"18271","hyper - BGI (CHH context) - repeats","LTR_Os_chr_04_761#LTR"
"18272","hyper - BGI (CHH context) - repeats","STOWAWAY42_OS#DNA/Mite"
"18273","hyper - BGI (CHH context) - repeats","LTR_Os_chr_12_2210#LTR"
"18274","hyper - BGI (CHH context) - repeats","ORSgTEMT00901370"
"18275","hyper - BGI (CHH context) - repeats","LTR_Os_chr_02_253#LTR/Copia"
"18276","hyper - BGI (CHH context) - repeats","COPIO__LiL#LTR/Copia"
"18277","hyper - BGI (CHH context) - repeats","LTR_Os_chr_08_1493#LTR/Copia"
"18278","hyper - BGI (CHH context) - repeats","LTR_Os_chr_03_499#LTR"
"18279","hyper - BGI (CHH context) - repeats","ORSiTEMT01600009#DNA/Mite"
"18280","hyper - BGI (CHH context) - repeats","ORSgTEMT00100282"
"18281","hyper - BGI (CHH context) - repeats","LTR_Os_chr_04_823#LTR"
"18282","hyper - BGI (CHH context) - repeats","STOWAWAY41_OS#DNA/Mite"
"18283","hyper - BGI (CHH context) - repeats","MDR2#DNA/MuDR"
"18284","hyper - BGI (CHH context) - repeats","LTR_Os_chr_11_2012#LTR"
"18285","hyper - BGI (CHH context) - repeats","Explorer#DNA/Mite"
"18286","hyper - BGI (CHH context) - repeats","GypsO__LiL#LTR/Gypsy"
"18287","hyper - BGI (CHH context) - repeats","LTR_Os_chr_11_2033#LTR/Gypsy"
"18288","hyper - BGI (CHH context) - repeats","LTR_Os_chr_09_1737#LTR/Gypsy"
"18289","hyper - BGI (CHH context) - repeats","osr30_AP005618-1hdnm#LTR/Gypsy"
"18290","hyper - BGI (CHH context) - repeats","LTR_Os_chr_01_106#LTR"
"18291","hyper - BGI (CHH context) - repeats","LTR_AC177870.3_171#LTR/Copia"
"18292","hyper - BGI (CHH context) - repeats","LTR_Os_chr_01_110#LTR"
"18293","hyper - BGI (CHH context) - repeats","LTR_Os_chr_01_112#LTR"
"18294","hyper - BGI (CHH context) - repeats","ORSgOTOT00000707"
"18295","hyper - BGI (CHH context) - repeats","LTR_Os_chr_01_114#LTR"
"18296","hyper - BGI (CHH context) - repeats","LTR_Os_chr_05_875#LTR"
"18297","hyper - BGI (CHH context) - repeats","LTR_Os_chr_02_270#LTR"
"18298","hyper - BGI (CHH context) - repeats","GYPSY1_OS__LiL#LTR/Gypsy"
"18299","hyper - BGI (CHH context) - repeats","LTR_Os_chr_04_831#LTR"
"18300","hyper - BGI (CHH context) - repeats","LTR_Os_chr_08_1501#LTR/Copia"
"18301","hyper - BGI (CHH context) - repeats","LTR_Os_chr_01_167#LTR"
"18302","hyper - BGI (CHH context) - repeats","LTR_Os_chr_04_733#LTR"
"18303","hyper - BGI (CHH context) - repeats","OSTE14#DNA"
"18304","hyper - BGI (CHH context) - repeats","ORSiTETNOOT00087#LTR/Gypsy"
"18305","hyper - BGI (CHH context) - repeats","LTR_Os_chr_05_1026#LTR"
"18306","hyper - BGI (CHH context) - repeats","LTR_Os_chr_10_1929#LTR"
"18307","hyper - BGI (CHH context) - repeats","CACTA-D#DNA/En-Spm"
"18308","hyper - BGI (CHH context) - repeats","TYPEU1#DNA"
"18309","hyper - BGI (CHH context) - repeats","LTR_Os_chr_03_497#LTR"
"18310","hyper - BGI (CHH context) - repeats","ORSgOTOT00000468"
"18311","hyper - BGI (CHH context) - repeats","TNR11#DNA/Mite"
"18312","hyper - BGI (CHH context) - repeats","rn_359-198_retroryza#LTR"
"18313","hyper - BGI (CHH context) - repeats","LTR_Os_chr_04_754#LTR/Copia"
"18314","hyper - BGI (CHH context) - repeats","LTR_Os_chr_04_629#LTR/Gypsy"
"18315","hyper - BGI (CHH context) - repeats","LTR_Os_chr_05_847#LTR"
"18316","hyper - BGI (CHH context) - repeats","LTR_Os_chr_03_505_2frag#LTR"
"18317","hyper - BGI (CHH context) - repeats","CPR1__LiL#LTR/Copia"
"18318","hyper - BGI (CHH context) - repeats","ORSiTETNOOT00116#DNA"
"18319","hyper - BGI (CHH context) - repeats","LTR_Os_chr_01_191#LTR"
"18320","hyper - BGI (CHH context) - repeats","ORSgTETN00200005"
"18321","hyper - BGI (CHH context) - repeats","EnSpm-8_OS#DNA"
"18322","hyper - BGI (CHH context) - repeats","LTR_Os_chr_07_1282#LTR/Gypsy"
"18323","hyper - BGI (CHH context) - repeats","LTR_Os_chr_07_1337#LTR"
"18324","hyper - BGI (CHH context) - repeats","LTR_Os_chr_04_748#LTR"
"18325","hyper - BGI (CHH context) - repeats","LTR_Os_chr_05_1050#LTR"
"18326","hyper - BGI (CHH context) - repeats","ORSiRGRR00000006#rRNA"
"18327","hyper - BGI (CHH context) - repeats","LTR_Os_chr_07_1382#LTR/Gypsy"
"18328","hyper - BGI (CHH context) - repeats","LTR_Os_chr_02_353#LTR/Gypsy"
"18329","hyper - BGI (CHH context) - repeats","LTR_Os_chr_11_2096#LTR"
"18330","hyper - BGI (CHH context) - repeats","ORSiTETNOOT00104#DNA"
"18331","hyper - BGI (CHH context) - repeats","alari_405L8-1#LTR/Copia"
"18332","hyper - BGI (CHH context) - repeats","ORSgTEMT01602398"
"18333","hyper - BGI (CHH context) - repeats","ORSgTEMT01600838"
"18334","hyper - BGI (CHH context) - repeats","SZ-11_LTR#LTR"
"18335","hyper - BGI (CHH context) - repeats","ORSgTEMT00300158"
"18336","hyper - BGI (CHH context) - repeats","LTR_Os_chr_01_181#LTR/Copia"
"18337","hyper - BGI (CHH context) - repeats","LTR_Os_chr_02_286#LTR"
"18338","hyper - BGI (CHH context) - repeats","LTR_Os_chr_11_1973#LTR"
"18339","hyper - BGI (CHH context) - repeats","ORSiTETNOOT00088#DNA"
"18340","hyper - BGI (CHH context) - repeats","LTR_Os_chr_02_399#LTR"
"18341","hyper - BGI (CHH context) - repeats","LTR_Os_chr_04_747#LTR/Gypsy"
"18342","hyper - BGI (CHH context) - repeats","SZ-60#Retroelement"
"18343","hyper - BGI (CHH context) - repeats","rn_552-282_retroryza#LTR"
"18344","hyper - BGI (CHH context) - repeats","CLOUD#DNA/MuDR"
"18345","hyper - BGI (CHH context) - repeats","ORSgOTOT00000479"
"18346","hyper - BGI (CHH context) - repeats","OSTE24#DNA"
"18347","hyper - BGI (CHH context) - repeats","ORSgTEMT00800036"
"18348","hyper - BGI (CHH context) - repeats","ORSgTEMT02000014"
"18349","hyper - BGI (CHH context) - repeats","LTR_Os_chr_01_116#LTR/Gypsy"
"18350","hyper - BGI (CHH context) - repeats","rn_216-127_retroryza#LTR"
"18351","hyper - BGI (CHH context) - repeats","LTR_Os_chr_05_962#LTR"
"18352","hyper - BGI (CHH context) - repeats","ORSgTETNOOT01534"
"18353","hyper - BGI (CHH context) - repeats","UNIQUE#DNA"
"18354","hyper - BGI (CHH context) - repeats","LTR_Os_chr_03_556#LTR/Gypsy"
"18355","hyper - BGI (CHH context) - repeats","OSTE30#DNA/hAT"
"18356","hyper - BGI (CHH context) - repeats","LTR_Os_chr_01_209#LTR/Gypsy"
"18357","hyper - BGI (CHH context) - repeats","ORSgTEMT00300008"
"18358","hyper - BGI (CHH context) - repeats","LTR_Os_chr_01_210#LTR/Gypsy"
"18359","hyper - BGI (CHH context) - repeats","LTR_Os_chr_09_1769#LTR/Copia"
"18360","hyper - BGI (CHH context) - repeats","ORSgTEMT03000048"
"18361","hyper - BGI (CHH context) - repeats","LTR_Os_chr_01_44#LTR"
"18362","hyper - BGI (CHH context) - repeats","SINE03_OS#SINE"
"18363","hyper - BGI (CHH context) - repeats","OSMUD1#DNA/MuDR"
"18364","hyper - BGI (CHH context) - repeats","ORSiTETNOOT00106#DNA"
"18365","hyper - BGI (CHH context) - repeats","LTR_Os_chr_01_159#LTR"
"18366","hyper - BGI (CHH context) - repeats","LTR_Os_chr_07_1291#LTR/Gypsy"
"18367","hyper - BGI (CHH context) - repeats","LTR_Os_chr_04_770#LTR/Gypsy"
"18368","hyper - BGI (CHH context) - repeats","ORSgTEMT01602472"
"18369","hyper - BGI (CHH context) - repeats","LTR_Os_chr_01_225#LTR"
"18370","hyper - BGI (CHH context) - repeats","LTR_Os_chr_07_1270#LTR"
"18371","hyper - BGI (CHH context) - repeats","LTR_Os_chr_09_1785#LTR"
"18372","hyper - BGI (CHH context) - repeats","LTR_Os_chr_01_119#LTR"
"18373","hyper - BGI (CHH context) - repeats","LTR_Os_chr_05_899#LTR"
"18374","hyper - BGI (CHH context) - repeats","LTR_Os_chr_12_2251#LTR/Gypsy"
"18375","hyper - BGI (CHH context) - repeats","JINHUA#DNA/hAT"
"18376","hyper - BGI (CHH context) - repeats","LTR_Os_chr_02_237#LTR"
"18377","hyper - BGI (CHH context) - repeats","LTR_Os_chr_03_517#LTR/Gypsy"
"18378","hyper - BGI (CHH context) - repeats","MuDR3_OS#DNA/MuDR"
"18379","hyper - BGI (CHH context) - repeats","LTR_Os_chr_03_514#LTR"
"18380","hyper - BGI (CHH context) - repeats","LTR_Os_chr_04_767#LTR/Gypsy"
"18381","hyper - BGI (CHH context) - repeats","LTR_Os_chr_02_252#LTR/Gypsy"
"18382","hyper - BGI (CHH context) - repeats","LTR_Os_chr_09_1722#LTR"
"18383","hyper - BGI (CHH context) - repeats","LTR_Os_chr_02_256#LTR/Copia"
"18384","hyper - BGI (CHH context) - repeats","LTR_Os_chr_09_1795#LTR/Gypsy"
"18385","hyper - BGI (CHH context) - repeats","LINE1-10_ZM#LINE"
"18386","hyper - BGI (CHH context) - repeats","STOWAWAY43_OS#DNA/Mite"
"18387","hyper - BGI (CHH context) - repeats","TYPEU4#DNA"
"18388","hyper - BGI (CHH context) - repeats","LTR_Os_chr_02_265#LTR"
"18389","hyper - BGI (CHH context) - repeats","LTR_Os_chr_01_48#LTR/Gypsy"
"18390","hyper - BGI (CHH context) - repeats","Osr31_AP003054-0#Other"
"18391","hyper - BGI (CHH context) - repeats","LTR_Os_chr_04_655#LTR"
"18392","hyper - BGI (CHH context) - repeats","RETROSAT4__LiL#LTR/Gypsy"
"18393","hyper - BGI (CHH context) - repeats","Os3S_14L#LTR"
"18394","hyper - BGI (CHH context) - repeats","LTR_Os_chr_06_1075#LTR"
"18395","hyper - BGI (CHH context) - repeats","ORSiTERTOOT00224"
"18396","hyper - BGI (CHH context) - repeats","LTR_Os_chr_08_1582#LTR/Gypsy"
"18397","hyper - BGI (CHH context) - repeats","LTR_Os_chr_02_277#LTR"
"18398","hyper - BGI (CHH context) - repeats","SINE9_OS#SINE"
"18399","hyper - BGI (CHH context) - repeats","LTR_Os_chr_05_987_2frag#LTR"
"18400","hyper - BGI (CHH context) - repeats","ATLANTYS_OS__LiL#LTR/Gypsy"
"18401","hyper - BGI (CHH context) - repeats","ORSgTEMT00100133"
"18402","hyper - BGI (CHH context) - repeats","ORSgTEMT01600279"
"18403","hyper - BGI (CHH context) - repeats","LTR_Os_chr_02_330#LTR"
"18404","hyper - BGI (CHH context) - repeats","COPIA3_OS__LiL#LTR/Copia"
"18405","hyper - BGI (CHH context) - repeats","LTR_Os_chr_08_1624#LTR/Gypsy"
"18406","hyper - BGI (CHH context) - repeats","LTR_Os_chr_03_475#LTR/Gypsy"
"18407","hyper - BGI (CHH context) - repeats","ORSiTERTOOT00209"
"18408","hyper - BGI (CHH context) - repeats","ORSgTEMT01700316"
